CMG,13.935718565860043
RRC,10.565204858635227
SIG,5.975642453254125
CHK,3.6747660526899164
DISCA,3.3872419962151206
VIAB,3.3538710871940296
UAA,3.257041653187059
DISCK,3.0184667782055
M,2.8826920296677265
TRIP,2.258813454274403
MAT,1.741775403214131
NBL,1.6190796406222745
CTL,1.3277926358635916
APA,1.2073717577937089
KMI,1.1185772143674804
GE,0.9863862164806285
EQT,0.8364194811114132
SRCL,0.829195995040223
HCP,0.8167861946818995
SCG,0.6393249412116973
KIM,0.535733466528983
MOS,0.458989807459659
NOV,0.2444091511422144
F,-0.34341878164979533
MRO,-0.39093434328168186
LB,-0.5280098368932897
PRGO,-0.5348179375483539
HES,-0.5963598150177702
AES,-0.6712132679639602
VNO,-0.7550739999140035
NWL,-0.807809925746291
XRX,-1.0334811812931264
PCG,-1.1066468733265609
NI,-1.1936123766413722
ARNC,-1.4221788506453379
DISH,-1.4369268872320333
PDCO,-1.4941537656191635
GGP,-1.5374917504770984
DVN,-1.553125834847954
FLS,-1.5781503825254148
COG,-1.735516556193481
HRB,-1.7784178243701554
COTY,-1.8046218598806938
FTI,-1.8105573081902406
WMB,-2.0422402996528355
PPL,-2.0760114945838595
HST,-2.0912929914862204
HBI,-2.13124552318752
FCX,-2.2390407049400345
WU,-2.2498157214570433
NLSN,-2.2655562226448467
FE,-2.3569061896746533
IPG,-2.3961763661630684
NFX,-2.5346349851194425
PBCT,-2.6256081505002236
VTR,-2.658385167486969
BEN,-2.66288954605411
NWSA,-2.8235562272782193
JNPR,-2.840129985712089
LUK,-2.844995121416936
NWS,-2.8639549753976254
JWN,-2.8877975728474468
HBAN,-2.8954863101345296
JCI,-2.987605096591011
APC,-3.064519533941869
HOG,-3.1145320339401863
NAVI,-3.1605791672052224
IVZ,-3.25881455933337
IRM,-3.277161850441715
CAG,-3.284553165270328
CNP,-3.332267657660722
HCN,-3.3385062611281455
SYMC,-3.5106029617045955
GPS,-3.517346802234364
SO,-3.555638114149211
CPB,-3.6190710935103283
T,-3.6851668609605888
KR,-3.699999972858805
MYL,-3.7118996794271126
MET,-3.8211193014189817
MAC,-3.8632002007942816
CA,-3.914478248685615
DRE,-3.9526100578643604
KEY,-4.008466940730928
WY,-4.024731898162166
EQR,-4.0552165068799155
PFE,-4.115733104261928
ADM,-4.138982509165004
CF,-4.140651894966673
FL,-4.1467190428983685
RF,-4.157131029375371
UDR,-4.174309577896153
XL,-4.186935084997263
NRG,-4.197484975577336
EXC,-4.232949507454396
UA,-4.3535020140607745
HRL,-4.530255721672283
AMD,-4.68919140259705
AIV,-4.7311660330278436
KO,-4.82757453646003
CBS,-4.836811834633153
SLB,-4.878900069195382
BLL,-4.938864151269222
REG,-4.975928003136453
PWR,-5.068061881548449
LNT,-5.21502586455351
VZ,-5.25626234555304
GT,-5.301635008862043
MRK,-5.351443977352844
CAH,-5.399114744324621
O,-5.405219036013108
PHM,-5.4884381820565835
EBAY,-5.521006917627517
XOM,-5.589163889901059
GIS,-5.604051013927588
L,-5.639921104386971
GLW,-5.652795851098254
GM,-5.735262541298521
OXY,-5.738855912733449
MDLZ,-5.83134039056808
K,-5.836650399072894
EIX,-5.846647833868488
LEG,-5.885164174197239
TSCO,-5.909124753058151
AGN,-5.92984959782234
COP,-5.984119496358993
ALXN,-5.990707106890568
SEE,-5.993467883695992
FITB,-6.0201814969392
CVS,-6.096695609677653
FLR,-6.119275120542021
XEL,-6.1293850207073035
CMS,-6.186196490785399
BSX,-6.33002089039017
PEG,-6.435732097936487
HAL,-6.501531673063965
LKQ,-6.530482200697406
STX,-6.696582418971651
QCOM,-6.7038859901476755
CMCSA,-6.770367779973995
FAST,-6.7807592046682
FOX,-6.789256014841001
CHD,-6.791982811071321
DUK,-6.848399416205304
NEM,-6.860647782375175
SLG,-6.861967652059889
FOXA,-6.87482048001268
HPE,-6.9034636183067075
MGM,-6.960880565459188
TPR,-6.984232740683254
HOLX,-7.018660303019722
ORCL,-7.0632389114202
XRAY,-7.083656408230489
AIG,-7.107727542571915
OMC,-7.179324215274875
CSCO,-7.186763905639882
RL,-7.191345191498414
CBG,-7.270497517501234
ETR,-7.28448927509551
WFC,-7.292710620016599
BAC,-7.365743839256764
BMY,-7.390605947689792
FRT,-7.457562124116578
CL,-7.47349857630789
WBA,-7.532284078744119
CERN,-7.62485739617707
AEE,-7.676924825452804
ES,-7.681643318269288
BWA,-7.711476888862336
PG,-7.755178142866917
HP,-7.895889048581914
D,-7.985410554992242
INTC,-8.031773124753617
USB,-8.037886253795811
PNR,-8.055574332307188
RHI,-8.193352685105985
SBUX,-8.213184047439228
OKE,-8.224558943416575
WEC,-8.256010277858287
AEP,-8.318982795315314
IP,-8.389825560933161
TGT,-8.507960332546865
ESRX,-8.51671681947606
AKAM,-8.584514080508796
DVA,-8.694392172775586
FLIR,-8.698458893614042
GILD,-8.725724263193115
MAS,-8.737018807325612
ALK,-8.782529333829004
BBT,-8.83092054912031
HSIC,-9.023594744445468
KMX,-9.034684932590821
UNM,-9.08623332237389
PCAR,-9.110929706095085
YUM,-9.122902779493387
EMR,-9.184320964638104
TAP,-9.24344867755785
HIG,-9.319474331886042
NUE,-9.401464246360796
BAX,-9.426733506743119
JEC,-9.45170102795042
EXPD,-9.611407722866417
KSS,-9.631157314048416
ABT,-9.671725225711086
BK,-9.724881573135924
CELG,-9.748361684327335
PNW,-9.935676785219663
BXP,-9.952243515741642
ED,-9.969972801464365
DAL,-9.973794149875157
KORS,-9.994454051491964
TJX,-9.997898221946812
LLY,-10.079608470969895
GRMN,-10.104916174074305
LEN,-10.127084997997422
PLD,-10.20471375722203
DHI,-10.241266540943915
TXT,-10.305460460494029
PFG,-10.343017630676947
PAYX,-10.357291759474492
NCLH,-10.445727946454259
FBHS,-10.44626405703049
AJG,-10.492083602209007
HSY,-10.531996029403956
UAL,-10.554532054029501
SYY,-10.646181978382252
SRE,-10.729265028872106
CDNS,-10.924845711975657
SPG,-11.038896226549952
MAA,-11.141468733907956
KMB,-11.168263412376788
BF.B,-11.231348673580346
MDT,-11.240840042654781
CINF,-11.268686686534942
HPQ,-11.306859996768777
MO,-11.33447590380377
MS,-11.339535911852579
ZION,-11.409901298140067
NTAP,-11.44691690543863
ETN,-11.490706013246545
XEC,-11.533314938653191
NKE,-11.596218201691656
MPC,-11.61048891362407
DFS,-11.835210635549693
PM,-11.839004792177718
PGR,-11.98938218653425
GPC,-11.993612195495771
WDC,-12.013487975832845
KSU,-12.07482679042289
A,-12.147292406245938
XLNX,-12.273396006056672
SCHW,-12.309603998737309
CSX,-12.4006872505139
SNI,-12.466242417453714
VFC,-12.63409740940952
MCK,-12.655069809485894
RSG,-12.742920085768024
AME,-12.777035974286242
CTSH,-12.826179473772108
C,-12.884648585331789
CTXS,-12.932416595480412
IBM,-13.048845493366272
EXR,-13.06139737065935
AXP,-13.065340011876529
MU,-13.104790365155313
UPS,-13.21340928082168
AFL,-13.214497523813947
SYF,-13.253354058723342
SJM,-13.336697864839351
CVX,-13.35208675285162
CCL,-13.400143269810613
AIZ,-13.483951305889214
MON,-13.896060422708388
DTE,-13.975866858523105
DHR,-14.003098946284418
PSX,-14.021127913047188
TWX,-14.125508349751001
STI,-14.225955180256985
CHRW,-14.301548520042331
ICE,-14.345581383068982
EMN,-14.56772014118792
PPG,-14.600257354998078
TIF,-14.67289724128419
AYI,-14.675970544153017
AWK,-14.68968021468119
DIS,-14.759491027410178
COF,-14.862130941743771
CSRA,-14.920872510338084
VRSK,-14.942300369340657
ETFC,-14.955339786800522
LUV,-14.976887360465028
PEP,-15.169721974838694
DOV,-15.220115069465798
PKI,-15.265979015330359
TMK,-15.346329799916859
MMC,-15.353722533759601
MKC,-15.388760263844944
LNC,-15.424277399654876
WMT,-15.574311733544086
IR,-15.66372840961057
INCY,-15.672062347268877
EOG,-15.931028812545541
AMAT,-15.955022130643666
UHS,-15.977460327932377
FMC,-16.051771412479923
AVB,-16.234598826204206
WM,-16.434548533212464
CCI,-16.44933603581157
MNST,-16.545031681706114
NDAQ,-16.580298211725825
PSA,-16.67317961834027
AOS,-16.720275733183776
INFO,-16.91953395837168
XYL,-16.936884061277624
TROW,-16.954330930220344
ADI,-17.186941355485395
DG,-17.285089164606788
ROST,-17.305428476568004
TSN,-17.351621499820688
PRU,-17.389177300550784
UTX,-17.432215932753024
ECL,-17.73572702314523
ADP,-17.837499524474403
HAS,-17.922852065308753
BBY,-17.936794640234403
NTRS,-18.12977125689116
STT,-18.146529399685676
MSI,-18.171518407071048
ALL,-18.263281563945696
LYB,-18.361480658644723
DRI,-18.428889243751605
DGX,-18.47446391080065
VLO,-18.726178468861697
CLX,-18.793013707028365
APH,-18.971435838790995
ANDV,-19.01426328235997
RJF,-19.04471942243339
FIS,-19.071882936368425
CFG,-19.087637331782872
EVHC,-19.329814597896647
JBHT,-19.351555007828104
RMD,-19.397771674853644
VAR,-19.452707255661565
JNJ,-19.530053985490866
TEL,-19.58504770102263
HCA,-19.760141648636207
BHGE,-19.761838965398944
ARE,-20.113854987341327
DLR,-20.20746712408142
KLAC,-20.455213793011893
WHR,-20.552721188118085
EFX,-20.616315165741213
LOW,-20.800239483782356
PXD,-21.02491688555621
FFIV,-21.11930123419721
SNPS,-21.468420239089788
ALLE,-21.510102073299862
DLTR,-21.859837048132135
UNP,-21.95737675601619
AMG,-22.15550983446346
PX,-22.264917685278732
MCHP,-22.48749316119136
CMA,-22.514171026527237
CB,-22.592645349575847
WYN,-22.770641129796587
MSFT,-22.8056345380436
PVH,-22.844022475106968
TRV,-23.042212031567217
APD,-23.152824040266808
IQV,-23.32185310809613
IFF,-23.39336683055552
CXO,-23.465658608108654
ALB,-23.609333764166713
EXPE,-23.694030123460053
CRM,-23.76345823161205
TSS,-23.76414497714387
VRSN,-23.80443902906765
ATVI,-24.263063900260416
IT,-24.403764450622944
JPM,-24.56765364530169
ADS,-25.18747886699242
AMT,-25.317835370245135
SNA,-25.618096263705866
DPS,-25.854224736098345
ESS,-26.11228830528256
AMGN,-26.48988496834565
NSC,-26.494553375416018
PKG,-26.533599124949603
AON,-26.649449458183398
NEE,-26.754957805621643
COL,-26.785525664382632
TXN,-27.204086746485657
VMC,-27.58455218818696
CMI,-27.702208752417434
HON,-27.730144490636647
EL,-27.761041296304143
SWKS,-27.761277590135336
V,-28.572311377898345
REGN,-28.928637626414172
AVY,-28.95517195965938
AMP,-29.029836587792687
COST,-29.65323409426489
CBOE,-29.786493425044824
KHC,-29.94254831023261
LH,-30.040138153694016
CNC,-30.134353899929074
WYNN,-30.378378697889985
ADSK,-30.532832680073383
WRK,-30.664210594587853
FISV,-30.81516580358948
MCD,-31.234910867412026
ACN,-31.416177140346292
RHT,-31.63689147054688
GWW,-32.17565434848456
GPN,-32.51385379251184
PNC,-32.79638065768668
MTB,-32.875788544236585
SYK,-32.897949693724996
SBAC,-32.99160037800466
SWK,-33.099015512396605
RCL,-33.262258358508504
QRVO,-33.27098691286867
CAT,-33.47095536074809
ANSS,-33.50649244823967
MCO,-34.493010975925586
DE,-34.65255957117131
CME,-34.680665653460395
AAPL,-35.23450428601164
VRTX,-35.40859126438667
BRK.B,-35.5757062409719
PH,-36.18704122686778
EW,-36.201448440200025
INTU,-36.33470468154714
ITW,-36.82001049893192
HRS,-37.05054772746954
MAR,-37.82080345389953
ROK,-38.197454978961176
PYPL,-40.129697442329515
MA,-41.4885336879987
BHF,-41.57019667720986
RE,-41.57030177951883
EA,-42.035486900138835
MLM,-42.11215038181743
WAT,-42.250693098234535
FTV,-42.312447819579475
CTAS,-42.475570589012165
LLL,-42.84916819814495
COO,-43.31565874418527
TMO,-43.94323726624087
GS,-44.411224073710514
MMM,-44.588807982824065
HD,-44.86317415977055
BIIB,-45.29853848084761
ILMN,-45.77399616293948
SPGI,-46.36861128325093
URI,-46.42846729049785
ORLY,-46.70156411353179
AET,-46.78028928674942
GD,-47.001740143384495
ULTA,-47.21552127914303
CI,-47.31967998564362
BDX,-48.3137535120151
RTN,-49.32199828037125
FDX,-51.14845499542773
DWDP,-51.60885274949855
TDG,-52.376775758282065
HLT,-52.69433218385895
ROP,-55.82220528016725
MHK,-56.00307696866501
IDXX,-58.53145942098834
LRCX,-58.912434153779415
ANTM,-58.968448528872074
FB,-59.22409431551756
STZ,-61.26577174262658
ADBE,-62.34040996950928
HII,-63.27168892423232
DXC,-64.66723576784838
UNH,-64.93070742424698
HUM,-67.48166337271871
APTV,-70.85504607930056
LMT,-80.62792044692662
AVGO,-81.15455005934803
WLTW,-83.75836072305697
SHW,-86.11045192323266
NOC,-93.76489465899748
EQIX,-99.26578909451644
BA,-102.09592426966057
BLK,-102.39762393939498
ALGN,-105.36311186196414
CHTR,-106.59213029486708
NFLX,-107.72949941263833
AZO,-116.54874261454472
ISRG,-120.08628549587425
NVDA,-126.73502608815224
MTD,-176.47805430743477
GOOGL,-245.54376492424728
PCLN,-365.965353840405
GOOG,-390.6234760167779
AMZN,-537.7101226086152
